Item,price,day,Weather,time,count sell,crowded,max_capacity,inventory_to_sale_ratio
Paratha,20,Friday,Good,18,25,1,250,0.94
Paratha,20,Friday,Good,19,31,1,250,0.948
Paratha,20,Friday,Good,20,46,1,250,0.896
Paratha,20,Friday,Good,21,35,1,250,0.876
Paratha,20,Friday,Bad,22,19,1,250,0.92
Chole Batura,30,Friday,Bad,10,4,0,170,0.964705882
Chole Batura,30,Friday,Bad,11,6,0,170,0.941176471
Chole Batura,30,Friday,Bad,12,12,1,170,0.870588235
Chole Batura,30,Friday,Good,13,25,1,170,0.876470588
Chole Batura,30,Friday,Good,14,26,1,170,0.870588235
Chole Batura,30,Friday,Good,15,15,0,170,0.841176471
Chole Batura,30,Friday,Bad,16,3,0,170,0.970588235
Chole Batura,30,Friday,Bad,17,10,0,170,0.929411765
Chole Batura,30,Friday,Good,18,20,1,170,0.858823529
Chole Batura,30,Friday,Good,19,12,1,170,0.829411765
Chole Batura,30,Friday,Good,20,25,1,170,0.794117647
Chole Batura,30,Friday,Good,21,5,0,170,0.941176471
Chole Batura,30,Friday,Bad,22,7,0,170,0.941176471
Pav Bhaji,50,Friday,Good,10,5,0,200,0.955
Pav Bhaji,50,Friday,Good,11,8,0,200,0.89
Pav Bhaji,50,Friday,Good,12,9,0,200,0.805
Pav Bhaji,50,Friday,Good,13,14,0,200,0.95
Pav Bhaji,50,Friday,Good,14,17,0,200,0.9
Pav Bhaji,50,Friday,Bad,15,13,0,200,0.93
Pav Bhaji,50,Friday,Bad,16,10,0,200,0.97
Pav Bhaji,50,Friday,Bad,17,21,0,200,0.895
Pav Bhaji,50,Friday,Good,18,19,0,200,0.88
Pav Bhaji,50,Friday,Good,19,20,1,200,0.925
Pav Bhaji,50,Friday,Good,20,35,1,200,0.9
Pav Bhaji,50,Friday,Good,21,29,1,200,0.915
Pav Bhaji,50,Friday,Good,22,0,1,200,0.935
Veg Biryani,60,Friday,Good,10,2,0,240,0.979166667
Veg Biryani,60,Friday,Good,11,6,0,240,0.933333333
Veg Biryani,60,Friday,Good,12,16,0,240,0.9125
Veg Biryani,60,Friday,Good,13,25,1,240,0.879166667
Veg Biryani,60,Friday,Good,14,19,1,240,0.95
Veg Biryani,60,Friday,Bad,15,11,0,240,0.895833333
Veg Biryani,60,Friday,Bad,16,5,0,240,0.833333333
Veg Biryani,60,Friday,Bad,17,10,0,240,0.958333333
Veg Biryani,60,Friday,Good,18,4,0,240,0.979166667
Veg Biryani,60,Friday,Good,19,40,1,240,0.891666667
Veg Biryani,60,Friday,Good,20,37,1,240,0.933333333
Veg Biryani,60,Friday,Good,21,26,1,240,0.8125
Veg Biryani,60,Friday,Good,22,21,1,240,0.9125
Burger,50,Friday,Good,10,5,0,150,0.973333333
Burger,50,Friday,Good,11,7,0,150,0.86
Burger,50,Friday,Good,12,14,0,150,0.853333333
Burger,50,Friday,Good,13,20,1,150,0.886666667
Burger,50,Friday,Good,14,12,0,150,0.9
Burger,50,Friday,Bad,15,10,0,150,0.873333333
Burger,50,Friday,Bad,16,16,1,150,0.833333333
Burger,50,Friday,Bad,17,28,1,150,0.813333333
Burger,50,Friday,Good,18,24,1,150,0.846666667
Burger,50,Friday,Good,19,25,1,150,0.853333333
Burger,50,Friday,Good,20,9,0,150,0.92
Burger,50,Friday,Good,21,0,0,150,0.853333333
Burger,50,Friday,Good,22,0,0,150,0.94
Manchurian,50,Friday,Good,10,1,0,150,0.953333333
Manchurian,50,Friday,Good,11,4,0,150,0.886666667
Manchurian,50,Friday,Good,12,12,0,150,0.853333333
Manchurian,50,Friday,Good,13,16,0,150,0.96
Manchurian,50,Friday,Good,14,20,1,150,0.893333333
Manchurian,50,Friday,Bad,15,13,0,150,0.86
Manchurian,50,Friday,Bad,16,17,0,150,0.773333333
Manchurian,50,Friday,Bad,17,4,0,150,0.933333333
Manchurian,50,Friday,Good,18,10,0,150,0.913333333
Manchurian,50,Friday,Good,19,24,1,150,0.886666667
Manchurian,50,Friday,Good,20,18,1,150,0.906666667
Manchurian,50,Friday,Good,21,14,1,150,0.92
Manchurian,50,Friday,Good,22,12,0,150,0.866666667
Veg Noodles,50,Friday,Good,10,8,0,250,0.976
Veg Noodles,50,Friday,Good,11,12,1,250,0.956
Veg Noodles,50,Friday,Good,12,10,1,250,0.948
Veg Noodles,50,Friday,Good,13,27,1,250,0.932
Veg Noodles,50,Friday,Good,14,23,1,250,0.856
Veg Noodles,50,Friday,Bad,15,19,1,250,0.896
Veg Noodles,50,Friday,Bad,16,22,1,250,0.908
Veg Noodles,50,Friday,Bad,17,14,1,250,0.96
Veg Noodles,50,Friday,Good,18,16,0,250,0.952
Veg Noodles,50,Friday,Good,19,30,1,250,0.904
Veg Noodles,50,Friday,Good,20,50,1,250,0.884
Veg Noodles,50,Friday,Good,21,19,0,250,0.96
Veg Noodles,50,Friday,Good,22,15,0,250,0.872
Pizza,110,Friday,Good,10,0,0,150,0.96
Pizza,110,Friday,Good,11,0,0,150,0.92
Pizza,110,Friday,Good,12,2,0,150,0.933333333
Pizza,110,Friday,Good,13,16,0,150,0.846666667
Pizza,110,Friday,Good,14,9,0,150,0.82
Pizza,110,Friday,Bad,15,7,0,150,0.926666667
Pizza,110,Friday,Bad,16,15,0,150,0.786666667
Pizza,110,Friday,Bad,17,16,1,150,0.933333333
Pizza,110,Friday,Good,18,25,1,150,0.893333333
Pizza,110,Friday,Good,19,18,1,150,0.953333333
Pizza,110,Friday,Good,20,20,1,150,0.92
Pizza,110,Friday,Good,21,16,0,150,0.886666667
Pizza,110,Friday,Good,22,6,0,150,0.993333333
Rice Bowl,60,Saturday,Good,10,3,0,350,0.9914285714
Rice Bowl,60,Saturday,Good,11,14,0,350,0.96
Rice Bowl,60,Saturday,Good,12,36,1,350,0.8971428571
Rice Bowl,60,Saturday,Good,13,40,1,350,0.8857142857
Rice Bowl,60,Saturday,Good,14,43,1,350,0.8771428571
Rice Bowl,60,Saturday,Bad,15,27,1,350,0.9228571429
Rice Bowl,60,Saturday,Bad,16,16,1,350,0.9542857143
Rice Bowl,60,Saturday,Bad,17,4,0,350,0.9885714286
Rice Bowl,60,Saturday,Good,18,5,0,350,0.9857142857
Rice Bowl,60,Saturday,Good,19,30,1,350,0.9142857143
Rice Bowl,60,Saturday,Good,20,80,1,350,0.7714285714
Rice Bowl,60,Saturday,Good,21,65,1,350,0.8142857143
Rice Bowl,60,Saturday,Good,22,48,1,350,0.8628571429
Thali Normal,50,Saturday,Good,10,0,0,300,1
Thali Normal,50,Saturday,Good,11,5,0,300,0.9833333333
Thali Normal,50,Saturday,Good,12,30,1,300,0.9
Thali Normal,50,Saturday,Good,13,25,1,300,0.9166666667
Thali Normal,50,Saturday,Good,14,45,1,300,0.85
Thali Normal,50,Saturday,Bad,15,20,1,300,0.9333333333
Thali Normal,50,Saturday,Bad,16,5,0,300,0.9833333333
Thali Normal,50,Saturday,Bad,17,0,0,300,1
Thali Normal,50,Saturday,Good,18,7,0,300,0.9766666667
Thali Normal,50,Saturday,Good,19,20,1,300,0.9333333333
Thali Normal,50,Saturday,Good,20,60,1,300,0.8
Thali Normal,50,Saturday,Good,21,50,1,300,0.8333333333
Thali Normal,50,Saturday,Good,22,15,1,300,0.95
Paratha,20,Saturday,Good,10,25,1,250,0.9
Paratha,20,Saturday,Good,11,10,0,250,0.96
Paratha,20,Saturday,Good,12,15,1,250,0.94
Paratha,20,Saturday,Good,13,7,0,250,0.972
Paratha,20,Saturday,Good,14,5,0,250,0.98
Paratha,20,Saturday,Bad,15,2,0,250,0.992
Paratha,20,Saturday,Bad,16,3,0,250,0.988
Paratha,20,Saturday,Bad,17,10,0,250,0.96
Paratha,20,Saturday,Good,18,17,1,250,0.932
Paratha,20,Saturday,Good,19,13,0,250,0.948
Paratha,20,Saturday,Good,20,45,1,250,0.82
Paratha,20,Saturday,Good,21,34,1,250,0.864
Paratha,20,Saturday,Good,22,10,0,250,0.96
Chole Batura,30,Saturday,Good,10,7,0,150,0.9533333333
Chole Batura,30,Saturday,Good,11,9,0,150,0.94
Chole Batura,30,Saturday,Good,12,18,1,150,0.88
Chole Batura,30,Saturday,Good,13,15,1,150,0.9
Chole Batura,30,Saturday,Good,14,26,1,150,0.8266666667
Chole Batura,30,Saturday,Bad,15,5,0,150,0.9666666667
Chole Batura,30,Saturday,Bad,16,3,0,150,0.98
Chole Batura,30,Saturday,Bad,17,10,0,150,0.9333333333
Chole Batura,30,Saturday,Good,18,20,1,150,0.8666666667
Chole Batura,30,Saturday,Good,19,12,1,150,0.92
Chole Batura,30,Saturday,Good,20,25,1,150,0.8333333333
Chole Batura,30,Saturday,Good,21,0,0,150,1
Chole Batura,30,Saturday,Good,22,0,0,150,1
Pav Bhaji,50,Saturday,Good,10,5,0,200,0.975
Pav Bhaji,50,Saturday,Good,11,14,0,200,0.93
Pav Bhaji,50,Saturday,Good,12,9,0,200,0.955
Pav Bhaji,50,Saturday,Good,13,13,0,200,0.935
Pav Bhaji,50,Saturday,Good,14,7,0,200,0.965
Pav Bhaji,50,Saturday,Bad,15,4,0,200,0.98
Pav Bhaji,50,Saturday,Bad,16,6,0,200,0.97
Pav Bhaji,50,Saturday,Bad,17,10,0,200,0.95
Pav Bhaji,50,Saturday,Good,18,12,0,200,0.94
Pav Bhaji,50,Saturday,Good,19,25,1,200,0.875
Pav Bhaji,50,Saturday,Good,20,39,1,200,0.805
Pav Bhaji,50,Saturday,Good,21,31,1,200,0.845
Pav Bhaji,50,Saturday,Good,22,19,1,200,0.905
Veg Biryani,60,Saturday,Good,10,0,0,240,1
Veg Biryani,60,Saturday,Good,11,4,0,240,0.9833333333
Veg Biryani,60,Saturday,Good,12,12,0,240,0.95
Veg Biryani,60,Saturday,Good,13,16,1,240,0.9333333333
Veg Biryani,60,Saturday,Good,14,17,1,240,0.9291666667
Veg Biryani,60,Saturday,Bad,15,9,0,240,0.9625
Veg Biryani,60,Saturday,Bad,16,5,0,240,0.9791666667
Veg Biryani,60,Saturday,Bad,17,8,0,240,0.9666666667
Veg Biryani,60,Saturday,Good,18,6,0,240,0.975
Veg Biryani,60,Saturday,Good,19,35,1,240,0.8541666667
Veg Biryani,60,Saturday,Good,20,46,1,240,0.8083333333
Veg Biryani,60,Saturday,Good,21,38,1,240,0.8416666667
Veg Biryani,60,Saturday,Good,22,23,1,240,0.9041666667
Burger,50,Saturday,Good,10,10,0,150,0.9333333333
Burger,50,Saturday,Good,11,8,0,150,0.9466666667
Burger,50,Saturday,Good,12,14,0,150,0.9066666667
Burger,50,Saturday,Good,13,17,1,150,0.8866666667
Burger,50,Saturday,Good,14,9,0,150,0.94
Burger,50,Saturday,Bad,15,6,0,150,0.96
Burger,50,Saturday,Bad,16,25,1,150,0.8333333333
Burger,50,Saturday,Bad,17,20,1,150,0.8666666667
Burger,50,Saturday,Good,18,21,1,150,0.86
Burger,50,Saturday,Good,19,20,1,150,0.8666666667
Burger,50,Saturday,Good,20,0,0,150,1
Burger,50,Saturday,Good,21,0,0,150,1
Burger,50,Saturday,Good,22,0,0,150,1
Manchurian,50,Saturday,Good,10,2,0,150,0.9866666667
Manchurian,50,Saturday,Good,11,6,0,150,0.96
Manchurian,50,Saturday,Good,12,8,0,150,0.9466666667
Manchurian,50,Saturday,Good,13,11,0,150,0.9266666667
Manchurian,50,Saturday,Good,14,16,1,150,0.8933333333
Manchurian,50,Saturday,Bad,15,9,0,150,0.94
Manchurian,50,Saturday,Bad,16,13,0,150,0.9133333333
Manchurian,50,Saturday,Bad,17,4,0,150,0.9733333333
Manchurian,50,Saturday,Good,18,3,0,150,0.98
Manchurian,50,Saturday,Good,19,21,1,150,0.86
Manchurian,50,Saturday,Good,20,26,1,150,0.8266666667
Manchurian,50,Saturday,Good,21,19,1,150,0.8733333333
Manchurian,50,Saturday,Good,22,12,0,150,0.92
Veg Noodles,50,Saturday,Good,10,6,0,250,0.976
Veg Noodles,50,Saturday,Good,11,15,1,250,0.94
Veg Noodles,50,Saturday,Good,12,22,1,250,0.912
Veg Noodles,50,Saturday,Good,13,24,1,250,0.904
Veg Noodles,50,Saturday,Good,14,16,1,250,0.936
Veg Noodles,50,Saturday,Bad,15,26,1,250,0.896
Veg Noodles,50,Saturday,Bad,16,20,1,250,0.92
Veg Noodles,50,Saturday,Bad,17,19,1,250,0.924
Veg Noodles,50,Saturday,Good,18,12,0,250,0.952
Veg Noodles,50,Saturday,Good,19,32,1,250,0.872
Veg Noodles,50,Saturday,Good,20,28,1,250,0.888
Veg Noodles,50,Saturday,Good,21,13,0,250,0.948
Veg Noodles,50,Saturday,Good,22,6,0,250,0.976
Pizza,110,Saturday,Good,10,5,0,150,0.9666666667
Pizza,110,Saturday,Good,11,0,0,150,1
Pizza,110,Saturday,Good,12,10,0,150,0.9333333333
Pizza,110,Saturday,Good,13,24,0,150,0.84
Pizza,110,Saturday,Good,14,12,0,150,0.92
Pizza,110,Saturday,Bad,15,15,0,150,0.9
Pizza,110,Saturday,Bad,16,10,0,150,0.9333333333
Pizza,110,Saturday,Bad,17,11,1,150,0.9266666667
Pizza,110,Saturday,Good,18,13,1,150,0.9133333333
Pizza,110,Saturday,Good,19,6,1,150,0.96
Pizza,110,Saturday,Good,20,7,1,150,0.9533333333
Pizza,110,Saturday,Good,21,14,0,150,0.9066666667
Pizza,110,Saturday,Good,22,3,0,150,0.98
Rice Bowl,50,Sunday,Bad,10,5,0,350,0.9857142857
Rice Bowl,50,Sunday,Bad,11,10,0,350,0.9714285714
Rice Bowl,50,Sunday,Bad,12,22,0,350,0.9371428571
Rice Bowl,50,Sunday,Good,13,21,1,350,0.94
Rice Bowl,50,Sunday,Good,14,29,1,350,0.9171428571
Rice Bowl,50,Sunday,Good,15,12,1,350,0.9657142857
Rice Bowl,50,Sunday,Bad,16,16,1,350,0.9542857143
Rice Bowl,50,Sunday,Bad,17,10,0,350,0.9714285714
Rice Bowl,50,Sunday,Good,18,16,0,350,0.9542857143
Rice Bowl,50,Sunday,Good,19,55,1,350,0.8428571429
Rice Bowl,50,Sunday,Good,20,27,1,350,0.9228571429
Rice Bowl,50,Sunday,Good,21,19,1,350,0.9457142857
Rice Bowl,50,Sunday,Bad,22,30,0,350,0.9142857143
Thali Normal,50,Sunday,Bad,10,21,0,300,0.93
Thali Normal,50,Sunday,Bad,11,12,0,300,0.96
Thali Normal,50,Sunday,Bad,12,19,1,300,0.9366666667
Thali Normal,50,Sunday,Good,13,30,1,300,0.9
Thali Normal,50,Sunday,Good,14,42,1,300,0.86
Thali Normal,50,Sunday,Good,15,32,1,300,0.8933333333
Thali Normal,50,Sunday,Bad,16,10,0,300,0.9666666667
Thali Normal,50,Sunday,Bad,17,6,0,300,0.98
Thali Normal,50,Sunday,Good,18,17,0,300,0.9433333333
Thali Normal,50,Sunday,Good,19,15,1,300,0.95
Thali Normal,50,Sunday,Good,20,50,1,300,0.8333333333
Thali Normal,50,Sunday,Good,21,55,1,300,0.8166666667
Thali Normal,50,Sunday,Bad,22,24,1,300,0.92
Paratha,20,Sunday,Bad,10,21,1,250,0.916
Paratha,20,Sunday,Bad,11,16,0,250,0.936
Paratha,20,Sunday,Bad,12,19,0,250,0.924
Paratha,20,Sunday,Good,13,10,1,250,0.96
Paratha,20,Sunday,Good,14,7,1,250,0.972
Paratha,20,Sunday,Good,15,12,0,250,0.952
Paratha,20,Sunday,Bad,16,11,0,250,0.956
Paratha,20,Sunday,Bad,17,18,0,250,0.928
Paratha,20,Sunday,Good,18,15,1,250,0.94
Paratha,20,Sunday,Good,19,13,1,250,0.948
Paratha,20,Sunday,Good,20,26,1,250,0.896
Paratha,20,Sunday,Good,21,31,1,250,0.876
Paratha,20,Sunday,Bad,22,20,1,250,0.92
Chole Batura,30,Sunday,Bad,10,6,0,170,0.9647058824
Chole Batura,30,Sunday,Bad,11,10,0,170,0.9411764706
Chole Batura,30,Sunday,Bad,12,22,1,170,0.8705882353
Chole Batura,30,Sunday,Good,13,21,1,170,0.8764705882
Chole Batura,30,Sunday,Good,14,22,1,170,0.8705882353
Chole Batura,30,Sunday,Good,15,27,0,170,0.8411764706
Chole Batura,30,Sunday,Bad,16,5,0,170,0.9705882353
Chole Batura,30,Sunday,Bad,17,12,0,170,0.9294117647
Chole Batura,30,Sunday,Good,18,24,1,170,0.8588235294
Chole Batura,30,Sunday,Good,19,29,1,170,0.8294117647
Chole Batura,30,Sunday,Good,20,35,1,170,0.7941176471
Chole Batura,30,Sunday,Good,21,10,0,170,0.9411764706
Chole Batura,30,Sunday,Bad,22,10,0,170,0.9411764706
Pav Bhaji,50,Sunday,Bad,10,9,0,200,0.955
Pav Bhaji,50,Sunday,Bad,11,22,0,200,0.89
Pav Bhaji,50,Sunday,Bad,12,39,0,200,0.805
Pav Bhaji,50,Sunday,Good,13,10,0,200,0.95
Pav Bhaji,50,Sunday,Good,14,20,1,200,0.9
Pav Bhaji,50,Sunday,Good,15,14,0,200,0.93
Pav Bhaji,50,Sunday,Bad,16,6,0,200,0.97
Pav Bhaji,50,Sunday,Bad,17,21,1,200,0.895
Pav Bhaji,50,Sunday,Good,18,24,1,200,0.88
Pav Bhaji,50,Sunday,Good,19,15,1,200,0.925
Pav Bhaji,50,Sunday,Good,20,20,1,200,0.9
Pav Bhaji,50,Sunday,Good,21,17,1,200,0.915
Pav Bhaji,50,Sunday,Bad,22,13,0,200,0.935
Veg Biryani,60,Sunday,Bad,10,5,0,240,0.9791666667
Veg Biryani,60,Sunday,Bad,11,16,0,240,0.9333333333
Veg Biryani,60,Sunday,Bad,12,21,1,240,0.9125
Veg Biryani,60,Sunday,Good,13,29,1,240,0.8791666667
Veg Biryani,60,Sunday,Good,14,12,1,240,0.95
Veg Biryani,60,Sunday,Good,15,25,0,240,0.8958333333
Veg Biryani,60,Sunday,Bad,16,40,0,240,0.8333333333
Veg Biryani,60,Sunday,Bad,17,10,0,240,0.9583333333
Veg Biryani,60,Sunday,Good,18,5,0,240,0.9791666667
Veg Biryani,60,Sunday,Good,19,26,1,240,0.8916666667
Veg Biryani,60,Sunday,Good,20,16,1,240,0.9333333333
Veg Biryani,60,Sunday,Good,21,45,1,240,0.8125
Veg Biryani,60,Sunday,Bad,22,21,1,240,0.9125
Burger,50,Sunday,Bad,10,4,0,170,0.9764705882
Burger,50,Sunday,Bad,11,21,0,170,0.8764705882
Burger,50,Sunday,Bad,12,22,0,170,0.8705882353
Burger,50,Sunday,Good,13,17,1,170,0.9
Burger,50,Sunday,Good,14,15,0,170,0.9117647059
Burger,50,Sunday,Good,15,19,0,170,0.8882352941
Burger,50,Sunday,Bad,16,25,1,170,0.8529411765
Burger,50,Sunday,Bad,17,28,1,170,0.8352941176
Burger,50,Sunday,Good,18,23,1,170,0.8647058824
Burger,50,Sunday,Good,19,22,1,170,0.8705882353
Burger,50,Sunday,Good,20,12,0,170,0.9294117647
Burger,50,Sunday,Good,21,22,0,170,0.8705882353
Burger,50,Sunday,Bad,22,9,0,170,0.9470588235
Manchurian,50,Sunday,Bad,10,7,0,170,0.9588235294
Manchurian,50,Sunday,Bad,11,17,0,170,0.9
Manchurian,50,Sunday,Bad,12,22,0,170,0.8705882353
Manchurian,50,Sunday,Good,13,6,1,170,0.9647058824
Manchurian,50,Sunday,Good,14,16,1,170,0.9058823529
Manchurian,50,Sunday,Good,15,21,0,170,0.8764705882
Manchurian,50,Sunday,Bad,16,34,1,170,0.8
Manchurian,50,Sunday,Bad,17,10,0,170,0.9411764706
Manchurian,50,Sunday,Good,18,13,0,170,0.9235294118
Manchurian,50,Sunday,Good,19,17,1,170,0.9
Manchurian,50,Sunday,Good,20,14,1,170,0.9176470588
Manchurian,50,Sunday,Good,21,12,0,170,0.9294117647
Manchurian,50,Sunday,Bad,22,20,0,170,0.8823529412
Veg Noodles,50,Sunday,Bad,10,6,0,270,0.9777777778
Veg Noodles,50,Sunday,Bad,11,11,0,270,0.9592592593
Veg Noodles,50,Sunday,Bad,12,13,0,270,0.9518518519
Veg Noodles,50,Sunday,Good,13,17,1,270,0.937037037
Veg Noodles,50,Sunday,Good,14,36,1,270,0.8666666667
Veg Noodles,50,Sunday,Good,15,26,1,270,0.9037037037
Veg Noodles,50,Sunday,Bad,16,23,1,270,0.9148148148
Veg Noodles,50,Sunday,Bad,17,10,0,270,0.962962963
Veg Noodles,50,Sunday,Good,18,12,1,270,0.9555555556
Veg Noodles,50,Sunday,Good,19,24,1,270,0.9111111111
Veg Noodles,50,Sunday,Good,20,29,1,270,0.8925925926
Veg Noodles,50,Sunday,Good,21,10,1,270,0.962962963
Veg Noodles,50,Sunday,Bad,22,32,1,270,0.8814814815
Pizza,110,Sunday,Bad,10,6,0,150,0.96
Pizza,110,Sunday,Bad,11,12,0,150,0.92
Pizza,110,Sunday,Bad,12,10,0,150,0.9333333333
Pizza,110,Sunday,Good,13,23,1,150,0.8466666667
Pizza,110,Sunday,Good,14,27,0,150,0.82
Pizza,110,Sunday,Good,15,11,0,150,0.9266666667
Pizza,110,Sunday,Bad,16,32,1,150,0.7866666667
Pizza,110,Sunday,Bad,17,10,1,150,0.9333333333
Pizza,110,Sunday,Good,18,16,1,150,0.8933333333
Pizza,110,Sunday,Good,19,7,1,150,0.9533333333
Pizza,110,Sunday,Good,20,12,1,150,0.92
Pizza,110,Sunday,Good,21,17,1,150,0.8866666667
Pizza,110,Sunday,Bad,22,1,0,150,0.9933333333
Rice Bowl,60,Monday,Good,10,4,0,350,0.9885714286
Rice Bowl,60,Monday,Good,11,7,0,350,0.98
Rice Bowl,60,Monday,Good,12,9,1,350,0.9742857143
Rice Bowl,60,Monday,Good,13,21,1,350,0.94
Rice Bowl,60,Monday,Good,14,20,1,350,0.9428571429
Rice Bowl,60,Monday,Bad,15,24,1,350,0.9314285714
Rice Bowl,60,Monday,Bad,16,8,1,350,0.9771428571
Rice Bowl,60,Monday,Bad,17,14,0,350,0.96
Rice Bowl,60,Monday,Good,18,12,0,350,0.9657142857
Rice Bowl,60,Monday,Good,19,51,1,350,0.8542857143
Rice Bowl,60,Monday,Good,20,32,1,350,0.9085714286
Rice Bowl,60,Monday,Good,21,45,1,350,0.8714285714
Rice Bowl,60,Monday,Good,22,20,1,350,0.9428571429
Thali Normal,50,Monday,Good,10,4,0,300,0.9866666667
Thali Normal,50,Monday,Good,11,8,0,300,0.9733333333
Thali Normal,50,Monday,Good,12,13,1,300,0.9566666667
Thali Normal,50,Monday,Good,13,40,1,300,0.8666666667
Thali Normal,50,Monday,Good,14,52,1,300,0.8266666667
Thali Normal,50,Monday,Bad,15,30,1,300,0.9
Thali Normal,50,Monday,Bad,16,8,0,300,0.9733333333
Thali Normal,50,Monday,Bad,17,6,0,300,0.98
Thali Normal,50,Monday,Good,18,14,0,300,0.9533333333
Thali Normal,50,Monday,Good,19,30,1,300,0.9
Thali Normal,50,Monday,Good,20,58,1,300,0.8066666667
Thali Normal,50,Monday,Good,21,45,1,300,0.85
Thali Normal,50,Monday,Good,22,10,1,300,0.9666666667
Paratha,20,Monday,Good,10,12,1,250,0.952
Paratha,20,Monday,Good,11,6,0,250,0.976
Paratha,20,Monday,Good,12,4,1,250,0.984
Paratha,20,Monday,Good,13,23,0,250,0.908
Paratha,20,Monday,Good,14,20,0,250,0.92
Paratha,20,Monday,Bad,15,21,0,250,0.916
Paratha,20,Monday,Bad,16,8,0,250,0.968
Paratha,20,Monday,Bad,17,10,0,250,0.96
Paratha,20,Monday,Good,18,30,1,250,0.88
Paratha,20,Monday,Good,19,21,0,250,0.916
Paratha,20,Monday,Good,20,45,1,250,0.82
Paratha,20,Monday,Good,21,32,1,250,0.872
Paratha,20,Monday,Good,22,11,0,250,0.956
Chole Batura,30,Monday,Good,10,5,0,150,0.9666666667
Chole Batura,30,Monday,Good,11,7,0,150,0.9533333333
Chole Batura,30,Monday,Good,12,10,1,150,0.9333333333
Chole Batura,30,Monday,Good,13,29,1,150,0.8066666667
Chole Batura,30,Monday,Good,14,24,1,150,0.84
Chole Batura,30,Monday,Bad,15,20,0,150,0.8666666667
Chole Batura,30,Monday,Bad,16,3,0,150,0.98
Chole Batura,30,Monday,Bad,17,10,0,150,0.9333333333
Chole Batura,30,Monday,Good,18,22,1,150,0.8533333333
Chole Batura,30,Monday,Good,19,27,1,150,0.82
Chole Batura,30,Monday,Good,20,23,1,150,0.8466666667
Chole Batura,30,Monday,Good,21,10,0,150,0.9333333333
Chole Batura,30,Monday,Good,22,5,0,150,0.9666666667
Pav Bhaji,50,Monday,Good,10,11,0,200,0.945
Pav Bhaji,50,Monday,Good,11,8,0,200,0.96
Pav Bhaji,50,Monday,Good,12,9,0,200,0.955
Pav Bhaji,50,Monday,Good,13,19,0,200,0.905
Pav Bhaji,50,Monday,Good,14,17,0,200,0.915
Pav Bhaji,50,Monday,Bad,15,23,0,200,0.885
Pav Bhaji,50,Monday,Bad,16,2,0,200,0.99
Pav Bhaji,50,Monday,Bad,17,11,0,200,0.945
Pav Bhaji,50,Monday,Good,18,29,0,200,0.855
Pav Bhaji,50,Monday,Good,19,21,1,200,0.895
Pav Bhaji,50,Monday,Good,20,34,1,200,0.83
Pav Bhaji,50,Monday,Good,21,30,1,200,0.85
Pav Bhaji,50,Monday,Good,22,2,1,200,0.99
Veg Biryani,60,Monday,Good,10,5,0,240,0.9791666667
Veg Biryani,60,Monday,Good,11,9,0,240,0.9625
Veg Biryani,60,Monday,Good,12,7,0,240,0.9708333333
Veg Biryani,60,Monday,Good,13,30,1,240,0.875
Veg Biryani,60,Monday,Good,14,29,1,240,0.8791666667
Veg Biryani,60,Monday,Bad,15,15,0,240,0.9375
Veg Biryani,60,Monday,Bad,16,5,0,240,0.9791666667
Veg Biryani,60,Monday,Bad,17,5,0,240,0.9791666667
Veg Biryani,60,Monday,Good,18,14,0,240,0.9416666667
Veg Biryani,60,Monday,Good,19,35,1,240,0.8541666667
Veg Biryani,60,Monday,Good,20,30,1,240,0.875
Veg Biryani,60,Monday,Good,21,26,1,240,0.8916666667
Veg Biryani,60,Monday,Good,22,11,1,240,0.9541666667
Burger,50,Monday,Good,10,10,0,150,0.9333333333
Burger,50,Monday,Good,11,7,0,150,0.9533333333
Burger,50,Monday,Good,12,14,0,150,0.9066666667
Burger,50,Monday,Good,13,26,1,150,0.8266666667
Burger,50,Monday,Good,14,15,0,150,0.9
Burger,50,Monday,Bad,15,18,0,150,0.88
Burger,50,Monday,Bad,16,10,1,150,0.9333333333
Burger,50,Monday,Bad,17,8,1,150,0.9466666667
Burger,50,Monday,Good,18,25,1,150,0.8333333333
Burger,50,Monday,Good,19,20,1,150,0.8666666667
Burger,50,Monday,Good,20,19,0,150,0.8733333333
Burger,50,Monday,Good,21,26,0,150,0.8266666667
Burger,50,Monday,Good,22,3,0,150,0.98
Manchurian,50,Monday,Good,10,8,0,150,0.9466666667
Manchurian,50,Monday,Good,11,5,0,150,0.9666666667
Manchurian,50,Monday,Good,12,18,0,150,0.88
Manchurian,50,Monday,Good,13,26,0,150,0.8266666667
Manchurian,50,Monday,Good,14,21,1,150,0.86
Manchurian,50,Monday,Bad,15,23,0,150,0.8466666667
Manchurian,50,Monday,Bad,16,7,0,150,0.9533333333
Manchurian,50,Monday,Bad,17,2,0,150,0.9866666667
Manchurian,50,Monday,Good,18,16,0,150,0.8933333333
Manchurian,50,Monday,Good,19,14,1,150,0.9066666667
Manchurian,50,Monday,Good,20,28,1,150,0.8133333333
Manchurian,50,Monday,Good,21,23,1,150,0.8466666667
Manchurian,50,Monday,Good,22,12,0,150,0.92
Veg Noodles,50,Monday,Good,10,9,0,250,0.964
Veg Noodles,50,Monday,Good,11,4,1,250,0.984
Veg Noodles,50,Monday,Good,12,6,1,250,0.976
Veg Noodles,50,Monday,Good,13,30,1,250,0.88
